from_dish,to_dish,variant_type,note,evidence_confidence,owner,method
Butter Chicken,Paneer Butter Masala,veg_swap,Direct vegetarian counterpart using the same gravy base,Medium,"AI-researched (Claude Sonnet 5, backlog closeout batch 2)","AI-curated from established Indian food-substitution convention (not a live-cited source); recommend a spot-check, not a full re-review."
Chicken Tikka,Paneer Tikka,veg_swap,Same tandoori marinade/preparation applied to paneer,Medium,"AI-researched (Claude Sonnet 5, backlog closeout batch 2)","AI-curated from established Indian food-substitution convention (not a live-cited source); recommend a spot-check, not a full re-review."
Chicken Malai Tikka,Paneer Tikka,veg_swap,Same creamy tandoori style, paneer replaces chicken,Medium,"AI-researched (Claude Sonnet 5, backlog closeout batch 2)","AI-curated from established Indian food-substitution convention (not a live-cited source); recommend a spot-check, not a full re-review."
Chicken Korma,Malai Kofta,veg_swap,Both rich cashew/cream-based gravies; Malai Kofta is the standard vegetarian equivalent,Medium,"AI-researched (Claude Sonnet 5, backlog closeout batch 2)","AI-curated from established Indian food-substitution convention (not a live-cited source); recommend a spot-check, not a full re-review."
Chicken Curry,Palak Paneer,veg_swap,Common home-kitchen swap when a vegetarian guest is present,Medium,"AI-researched (Claude Sonnet 5, backlog closeout batch 2)","AI-curated from established Indian food-substitution convention (not a live-cited source); recommend a spot-check, not a full re-review."
Chicken Curry,Rajma,veg_swap,Standard protein-for-protein vegetarian swap in North Indian home cooking,Medium,"AI-researched (Claude Sonnet 5, backlog closeout batch 2)","AI-curated from established Indian food-substitution convention (not a live-cited source); recommend a spot-check, not a full re-review."
Chicken Curry,Egg Curry,protein_swap,Same gravy style, egg replaces chicken as a lighter non-veg protein,Medium,"AI-researched (Claude Sonnet 5, backlog closeout batch 2)","AI-curated from established Indian food-substitution convention (not a live-cited source); recommend a spot-check, not a full re-review."
Seekh Kebab,Hara Bhara Kebab,veg_swap,Both skewer/patty-style kebabs; Hara Bhara is the standard vegetarian counterpart,Medium,"AI-researched (Claude Sonnet 5, backlog closeout batch 2)","AI-curated from established Indian food-substitution convention (not a live-cited source); recommend a spot-check, not a full re-review."
Chicken 65,Paneer 65,veg_swap,Same spice/batter preparation applied to paneer cubes,Medium,"AI-researched (Claude Sonnet 5, backlog closeout batch 2)","AI-curated from established Indian food-substitution convention (not a live-cited source); recommend a spot-check, not a full re-review."
Chicken Fried Rice,Veg Fried Rice,veg_swap,Same preparation, vegetables replace chicken,Medium,"AI-researched (Claude Sonnet 5, backlog closeout batch 2)","AI-curated from established Indian food-substitution convention (not a live-cited source); recommend a spot-check, not a full re-review."
Egg Bhurji,Paneer Bhurji,veg_swap,Same scrambled/crumbled preparation style, paneer replaces egg,Medium,"AI-researched (Claude Sonnet 5, backlog closeout batch 2)","AI-curated from established Indian food-substitution convention (not a live-cited source); recommend a spot-check, not a full re-review."
Keema Matar,Rajma,veg_swap,Standard vegetarian protein swap for a minced-meat curry,Medium,"AI-researched (Claude Sonnet 5, backlog closeout batch 2)","AI-curated from established Indian food-substitution convention (not a live-cited source); recommend a spot-check, not a full re-review."
Keema Matar,Egg Bhurji,protein_swap,Lighter non-veg protein swap keeping the same peas/spice base,Medium,"AI-researched (Claude Sonnet 5, backlog closeout batch 2)","AI-curated from established Indian food-substitution convention (not a live-cited source); recommend a spot-check, not a full re-review."
